[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Sc] MOFid-v1.UNKNOWN.cat0;7106667,Sc.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN,"['[OH]', '[Sc]']",['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH].[Sc],UNKNOWN,0,7106667
[O-][C]=O.[OH].[Sc] MOFid-v1.UNKNOWN.cat3;7106668,Sc.SSODQXRGMVULMF.MOFkey-v1.UNKNOWN,"['[OH]', '[Sc]']",['[O-][C]=O'],[O-][C]=O.[OH].[Sc],UNKNOWN,3,7106668
[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O].[Sc] MOFid-v1.UNKNOWN.cat0;7106669,Sc.QURGMSIQFRADOZ.MOFkey-v1.UNKNOWN,"['[O]', '[Sc]']",['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O].[Sc],UNKNOWN,0,7106669
[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]=C([C]=C4[C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C].[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=C([C]=C4C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C].[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=C(O1)C(=[C]C(=[C]2)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])Cl.[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=[C]C(=[C]C(=C2O1)C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.ERROR.cat0;7106687,Zn.NNNWEXHRLDQFBM.MOFkey-v1.ERROR,['[Zn][O]([Zn])([Zn])[Zn]'],"['[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]=C([C]=C4[C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C]', '[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=C([C]=C4C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C]', '[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=C(O1)C(=[C]C(=[C]2)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])Cl', '[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=[C]C(=[C]C(=C2O1)C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])Cl']",[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]=C([C]=C4[C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C].[C]C(C1=[C]C(=[C]C2=C1O[Mn]13(Cl)OC4=C([C]N3[C]3[C](N1[C]2)[C][C][C][C]3)[C]=C([C]=C4C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C][C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C])[C].[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=C(O1)C(=[C]C(=[C]2)[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])C([C])([C])[C])Cl.[O-]C(=O)C1=[C][C]=C([C]=[C]1)[C]=[C]C1=[C]C2=C(C(=[C]1)C([C])([C])[C])O[Mn]13(N([C]2)[C]2[C][C][C][C][C]2N3[C]C2=[C]C(=[C]C(=C2O1)C([C])([C])[C])[C]=[C]C1=[C][C]=C([C]=[C]1)C(=O)[O-])Cl.[Zn][O]([Zn])([Zn])[Zn],ERROR,0,7106687
* MOFid-v1.NA.NAno_mof;7106688,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,7106688
* MOFid-v1.NA.NAno_mof;7106690,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,7106690
"[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-].[Ru][Ru] MOFid-v1.spn,tbo.cat0;7106715",Ru.VEMMNKDUCNRQEB.MOFkey-v1.spn,['[Ru][Ru]'],['[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)C1=[C]C(=[C]C(=[C]1)C(=O)[O-])C(=O)[O-].[Ru][Ru],"spn,tbo",0,7106715
"[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn]12[O]3456[Zn]7[O]89%101[Zn]3[O]27([Zn]48)([Zn]59)[Zn]6%10.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu,UNKNOWN.cat1;7106744",Zn.LPKOYHKLQPVBEA.MOFkey-v1.pcu,"['[Zn]12[O]3456[Zn]7[O]89%101[Zn]3[O]27([Zn]48)([Zn]59)[Zn]6%10', '[Zn][O]([Zn])([Zn])[Zn]']",['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn]12[O]3456[Zn]7[O]89%101[Zn]3[O]27([Zn]48)([Zn]59)[Zn]6%10.[Zn][O]([Zn])([Zn])[Zn],"pcu,UNKNOWN",1,7106744
* MOFid-v1.NA.NAno_mof;7106768,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,7106768
* MOFid-v1.NA.NAno_mof;7106769,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,7106769
