mofid,mofkey,simples_nodes,simples_linkers,simples,topology,cat,cifname
* MOFid-v1.NA.NAno_mof;4132306,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4132306
* MOFid-v1.NA.NAno_mof;4132307,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4132307
* MOFid-v1.NA.NA;4132308,,['*'],[],*,NA,,4132308
* MOFid-v1.NA.NA;4132309,,['*'],[],*,NA,,4132309
* MOFid-v1.NA.NA;4132310,,['*'],[],*,NA,,4132310
* MOFid-v1.NA.NA;4132311,,['*'],[],*,NA,,4132311
* MOFid-v1.NA.NA;4132312,,['*'],[],*,NA,,4132312
N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1 MOFid-v1.met.cat0;4132398,Fe.CYTYYSXXRQCAGV.MOFkey-v1.met,['[Fe]'],"['N1=CC=N[N]1', '[CH]1C=NN=N1', '[N]1C=CN=N1']",N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1,met,0,4132398
N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1 MOFid-v1.met.cat0;4132399,Fe.CYTYYSXXRQCAGV.MOFkey-v1.met,['[Fe]'],"['N1=CC=N[N]1', '[CH]1C=NN=N1', '[N]1C=CN=N1']",N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1,met,0,4132399
N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1 MOFid-v1.met.cat0;4132400,Fe.CYTYYSXXRQCAGV.MOFkey-v1.met,['[Fe]'],"['N1=CC=N[N]1', '[CH]1C=NN=N1', '[N]1C=CN=N1']",N1=CC=N[N]1.[CH]1C=NN=N1.[Fe].[N]1C=CN=N1,met,0,4132400
[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]1[Zr]17[O]2[Zr]28([O]3[Zr]34[O]6[Zr]([O]51)([O]23)[O]78)[O] MOFid-v1.UNKNOWN.cat0;4132485,Zr.LVPSTLTWYABQPF.NEQFBGHQPUXOFH.PVMJNMJOZSBUHM.MOFkey-v1.UNKNOWN,['[O][Zr]123[O]4[Zr]56[O]1[Zr]17[O]2[Zr]28([O]3[Zr]34[O]6[Zr]([O]51)([O]23)[O]78)[O]'],"['[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]1[Zr]17[O]2[Zr]28([O]3[Zr]34[O]6[Zr]([O]51)([O]23)[O]78)[O],UNKNOWN,0,4132485
"[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.scu,tty.cat0;4132486",Zr.LVPSTLTWYABQPF.MOFkey-v1.scu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],"scu,tty",0,4132486
[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1=N[C]=c2c4=c1c3N=[C]c4cc(c2)C(=O)[O-].[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1c2-c4c([C]=Nc32)cc(cc4[C]=N1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O] MOFid-v1.UNKNOWN.cat0;4132487,Zr.LVPSTLTWYABQPF.NODLJTKAWWTBQD.MOFkey-v1.UNKNOWN,['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O]'],"['[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1=N[C]=c2c4=c1c3N=[C]c4cc(c2)C(=O)[O-]', '[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1c2-c4c([C]=Nc32)cc(cc4[C]=N1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1=N[C]=c2c4=c1c3N=[C]c4cc(c2)C(=O)[O-].[O-]C(=O)c1cc2[C]=Nc3c4-c2c(c1)[C]=Nc4c1c2-c4c([C]=Nc32)cc(cc4[C]=N1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],UNKNOWN,0,4132487
[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O] MOFid-v1.UNKNOWN.cat0;4132488,Zr.LVPSTLTWYABQPF.ZSLCDSMUKOZRPQ.MOFkey-v1.UNKNOWN,['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O]'],"['[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],UNKNOWN,0,4132488
CC1=C([C]=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O] MOFid-v1.UNKNOWN.cat0;4132489,Zr.AZFIMDYGRMNLNK.CRLKWGCJXNAPTA.LVPSTLTWYABQPF.MOFkey-v1.UNKNOWN,['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O]'],"['CC1=C([C]=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]']",CC1=C([C]=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C1=[C][C]=C([C]=[C]1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],UNKNOWN,0,4132489
"[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O] MOFid-v1.scu,tty.cat0;4132490",Zr.LVPSTLTWYABQPF.MOFkey-v1.scu,['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O],"scu,tty",0,4132490
[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c([C])c([C])c(c(c1[C])[C])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.UNKNOWN.cat0;4132491,Zr.ARBAMECCCQZCSR.CUEPJZHILPIDDC.LVPSTLTWYABQPF.NEQFBGHQPUXOFH.MOFkey-v1.UNKNOWN,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1c([C])c([C])c(c(c1[C])[C])c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c([C])c([C])c(c(c1[C])[C])c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,UNKNOWN,0,4132491
[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.UNKNOWN.cat0;4132492,Zr.ARBAMECCCQZCSR.LVPSTLTWYABQPF.MOFkey-v1.UNKNOWN,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,UNKNOWN,0,4132492
"[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.scu,tty.cat0;4132493",Zr.LVPSTLTWYABQPF.MOFkey-v1.scu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],"scu,tty",0,4132493
"[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.scu,tty.cat0;4132494",Hf.LVPSTLTWYABQPF.MOFkey-v1.scu,['[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],"scu,tty",0,4132494
[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.UNKNOWN.cat0;4132495,Zr.ARBAMECCCQZCSR.LVPSTLTWYABQPF.PVMJNMJOZSBUHM.MOFkey-v1.UNKNOWN,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1c(C)c(C)c(c(c1C)C)c1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(C#CC#Cc2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc(c1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,UNKNOWN,0,4132495
* MOFid-v1.NA.NA;4132543,,['*'],[],*,NA,,4132543
[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43 MOFid-v1.UNKNOWN.cat0;4132546,Zn.CYTYYSXXRQCAGV.QMKYBPDZANOJGF.MOFkey-v1.UNKNOWN,['[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43'],"['[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1cc2c(s1)c1cc(sc1c1c2sc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43,UNKNOWN,0,4132546
[O-]C(=O)C12c3ccccc3C(c3c1cccc3)C1(c3c(C2c2ccccc12)cccc3)C(=O)[O-].[O-][C]=O.[OH2][Yb].[Yb] MOFid-v1.dia.cat0;4132600,Yb.SSODQXRGMVULMF.WMPDYCJCNCPTLQ.MOFkey-v1.dia,"['[OH2][Yb]', '[Yb]']","['[O-]C(=O)C12c3ccccc3C(c3c1cccc3)C1(c3c(C2c2ccccc12)cccc3)C(=O)[O-]', '[O-][C]=O']",[O-]C(=O)C12c3ccccc3C(c3c1cccc3)C1(c3c(C2c2ccccc12)cccc3)C(=O)[O-].[O-][C]=O.[OH2][Yb].[Yb],dia,0,4132600
* MOFid-v1.NA.NAno_mof;4132601,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4132601
* MOFid-v1.NA.NAno_mof;4132602,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4132602
* MOFid-v1.NA.NAno_mof;4132603,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4132603
[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[V]34[V]562[V]21[O]178945[V]3[V]38[V]467[V]9([V]21)[O]34.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O][C]C[C]([O])C.[V]12[V]345[O]6789%102[V]21[O]1[V]%1146[V]821[V]157[O]3[V]%101[V]9%11 MOFid-v1.ERROR.cat0;4132612,VZr.HVCDAMXLLUJLQZ.OUEWZYXUSMEJCC.MOFkey-v1.ERROR,"['[O]12[V]34[V]562[V]21[O]178945[V]3[V]38[V]467[V]9([V]21)[O]34', '[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43', '[V]12[V]345[O]6789%102[V]21[O]1[V]%1146[V]821[V]157[O]3[V]%101[V]9%11']","['[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', '[O][C]C[C]([O])C']",[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[V]34[V]562[V]21[O]178945[V]3[V]38[V]467[V]9([V]21)[O]34.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O][C]C[C]([O])C.[V]12[V]345[O]6789%102[V]21[O]1[V]%1146[V]821[V]157[O]3[V]%101[V]9%11,ERROR,0,4132612
