[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat3;4302220,Zn.HZQKEHGKVRPITG.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN,['[Zn]'],"['[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I', 'n1ccc(cc1)c1ccncc1']",[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1,UNKNOWN,3,4302220
[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat3;4302221,Zn.HZQKEHGKVRPITG.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN,['[Zn]'],"['[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I', 'n1ccc(cc1)c1ccncc1']",[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1,UNKNOWN,3,4302221
[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.UNKNOWN.cat3;4302222,Zn.HZQKEHGKVRPITG.MWVTWFVJZLCBMC.MOFkey-v1.UNKNOWN,['[Zn]'],"['[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I', 'n1ccc(cc1)c1ccncc1']",[O-]C(=O)c1c(I)c(C(=O)[O-])c(c(c1I)[N])I.[Zn].n1ccc(cc1)c1ccncc1,UNKNOWN,3,4302222
[O-]C(=O)c1ccc(cn1)C(=O)[O-].[O-]C(=O)c1ccccc1C(=O)[O-].[OH2][Gd].[OH2][Ni][OH2] MOFid-v1.ERROR.cat0;4302229,NiGd.LVPMIMZXDYBCDF.XNGIFLGASWRNHJ.MOFkey-v1.ERROR,"['[OH2][Gd]', '[OH2][Ni][OH2]']","['[O-]C(=O)c1ccc(cn1)C(=O)[O-]', '[O-]C(=O)c1ccccc1C(=O)[O-]']",[O-]C(=O)c1ccc(cn1)C(=O)[O-].[O-]C(=O)c1ccccc1C(=O)[O-].[OH2][Gd].[OH2][Ni][OH2],ERROR,0,4302229
[CH]C(C(=O)[O-])C(=O)[O-].[O-]C(=O)[CH][CH]C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.pcu.cat0;4302253,Zn.NIBDFTYFOFJZPZ.VZCYOOQTPOCHFL.MOFkey-v1.pcu,['[Zn][O]([Zn])([Zn])[Zn]'],"['[CH]C(C(=O)[O-])C(=O)[O-]', '[O-]C(=O)[CH][CH]C(=O)[O-]']",[CH]C(C(=O)[O-])C(=O)[O-].[O-]C(=O)[CH][CH]C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],pcu,0,4302253
[Mn].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O] MOFid-v1.ERROR.cat1;4302756,Mn.CIJLJHLXXKKPBH.MOFkey-v1.ERROR,['[Mn]'],['[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O]'],[Mn].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ERROR,1,4302756
* MOFid-v1.NA.NAno_mof;4302757,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4302757
* MOFid-v1.NA.NAno_mof;4302758,NA.MISSING_LINKERS.MOFkey-v1,[],[],*,NA,,4302758
[Mn].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O] MOFid-v1.ERROR.cat0;4302759,Mn.CIJLJHLXXKKPBH.MOFkey-v1.ERROR,['[Mn]'],['[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O]'],[Mn].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ERROR,0,4302759
[Co].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O] MOFid-v1.ERROR.cat0;4302760,Co.CIJLJHLXXKKPBH.MOFkey-v1.ERROR,['[Co]'],['[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O]'],[Co].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ERROR,0,4302760
[Co].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O] MOFid-v1.ERROR.cat1;4302761,Co.CIJLJHLXXKKPBH.MOFkey-v1.ERROR,['[Co]'],['[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O]'],[Co].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ERROR,1,4302761
[Ni].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O] MOFid-v1.ERROR.cat1;4302762,Ni.CIJLJHLXXKKPBH.MOFkey-v1.ERROR,['[Ni]'],['[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O]'],[Ni].[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ERROR,1,4302762
[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[O]CCN(CCO)CC[O].[Zn] MOFid-v1.UNKNOWN.cat0;4302782,Zn.JOIKCHCNNNTZHV.LSPHULWDVZXLIL.MOFkey-v1.UNKNOWN,['[Zn]'],"['[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-]', '[O]CCN(CCO)CC[O]']",[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[O]CCN(CCO)CC[O].[Zn],UNKNOWN,0,4302782
[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[O]CCN(CCO)CC[O].[Zn] MOFid-v1.UNKNOWN.cat0;4302783,Zn.JOIKCHCNNNTZHV.LSPHULWDVZXLIL.MOFkey-v1.UNKNOWN,['[Zn]'],"['[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-]', '[O]CCN(CCO)CC[O]']",[O-]C(=O)C1CCC(C1(C)C)(C)C(=O)[O-].[O]CCN(CCO)CC[O].[Zn],UNKNOWN,0,4302783
O.[Co].[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Co]([OH2])[OH2].[OH] MOFid-v1.ERROR.cat1;4302821,Co.ZPAKUZKMGJJMAA.MOFkey-v1.ERROR,"['O', '[Co]', '[OH2][Co]([OH2])[OH2]', '[OH]']",['[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-]'],O.[Co].[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Co]([OH2])[OH2].[OH],ERROR,1,4302821
[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Zn]([OH2])[OH2].[Zn] MOFid-v1.sra.cat0;4302822,Zn.ZPAKUZKMGJJMAA.MOFkey-v1.sra,"['[OH2][Zn]([OH2])[OH2]', '[Zn]']",['[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-]'],[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Zn]([OH2])[OH2].[Zn],sra,0,4302822
[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Cd]([OH2])[OH2].[OH2][Cd][OH2] MOFid-v1.bex.cat0;4302823,Cd.ZPAKUZKMGJJMAA.MOFkey-v1.bex,"['[OH2][Cd]([OH2])[OH2]', '[OH2][Cd][OH2]']",['[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-]'],[O-]C(=O)C1CC(C(=O)[O-])C(CC1C(=O)[O-])C(=O)[O-].[OH2][Cd]([OH2])[OH2].[OH2][Cd][OH2],bex,0,4302823
[K].[O-]C(=O)C(=O)[O-].[O].[O]OO[O].[O]O[O].[O][C](C([C]1[C]N2C3N1N1C3N2[C][C]1C([C]([O])[O])([O])[O])([O])[O])[O].[O][C](C([C]1[C]N2C3N1N1[C][C]N2C31)([O])[O])[O].[O][C]([C]([O])[O])[O].[Tb] MOFid-v1.ERROR.cat0;4302828,KTb.MUBZPKHOEPUJKR.PAGMLTORLFSFOV.SPBIYDCOCLAZFZ.YBBNFMKMHHTCFD.MOFkey-v1.ERROR,"['[K]', '[O]', '[O]OO[O]', '[O]O[O]', '[Tb]']","['[O-]C(=O)C(=O)[O-]', '[O][C](C([C]1[C]N2C3N1N1C3N2[C][C]1C([C]([O])[O])([O])[O])([O])[O])[O]', '[O][C](C([C]1[C]N2C3N1N1[C][C]N2C31)([O])[O])[O]', '[O][C]([C]([O])[O])[O]']",[K].[O-]C(=O)C(=O)[O-].[O].[O]OO[O].[O]O[O].[O][C](C([C]1[C]N2C3N1N1C3N2[C][C]1C([C]([O])[O])([O])[O])([O])[O])[O].[O][C](C([C]1[C]N2C3N1N1[C][C]N2C31)([O])[O])[O].[O][C]([C]([O])[O])[O].[Tb],ERROR,0,4302828
O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Ni] MOFid-v1.UNKNOWN.cat0;4302916,Ni.PNSCWYYANIHKIB.MOFkey-v1.UNKNOWN,['[Ni]'],['O=C(c1ccncc1)[N][N]C(=O)c1ccncc1'],O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Ni],UNKNOWN,0,4302916
O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Co] MOFid-v1.UNKNOWN.cat0;4302917,Co.PNSCWYYANIHKIB.MOFkey-v1.UNKNOWN,['[Co]'],['O=C(c1ccncc1)[N][N]C(=O)c1ccncc1'],O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Co],UNKNOWN,0,4302917
O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Cd] MOFid-v1.UNKNOWN.cat0;4302918,Cd.PNSCWYYANIHKIB.MOFkey-v1.UNKNOWN,['[Cd]'],['O=C(c1ccncc1)[N][N]C(=O)c1ccncc1'],O=C(c1ccncc1)[N][N]C(=O)c1ccncc1.[Cd],UNKNOWN,0,4302918
[Mg].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Mg][OH2] MOFid-v1.UNKNOWN.cat0;4303078,Mg.LQEZHWGJSWHXPJ.MOFkey-v1.UNKNOWN,"['[Mg]', '[OH2][Mg][OH2]']",['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[Mg].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Mg][OH2],UNKNOWN,0,4303078
[Cd].[N][N] MOFid-v1.ERROR.cat1;4303157,Cd.IJGRMHOSHXDMSA.MOFkey-v1.ERROR,['[Cd]'],['[N][N]'],[Cd].[N][N],ERROR,1,4303157
[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5[C]=C1[N]2=C(C=C1)C(=c1n4c(=[C]3)cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat3;4303239,Zn.JUOWPWKATDGFPF.MOFkey-v1.sql,['[Zn][Zn]'],['[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5[C]=C1[N]2=C(C=C1)C(=c1n4c(=[C]3)cc1)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Zn]24n5c1ccc5[C]=C1[N]2=C(C=C1)C(=c1n4c(=[C]3)cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn],sql,3,4303239
[O-]C(=O)c1cncc(c1)C(=O)[O-].[Zn] MOFid-v1.srs.cat0;4303505,Zn.MPFLRYZEEAQMLQ.MOFkey-v1.srs,['[Zn]'],['[O-]C(=O)c1cncc(c1)C(=O)[O-]'],[O-]C(=O)c1cncc(c1)C(=O)[O-].[Zn],srs,0,4303505
Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag][Ag].[OH2][La]12O[O]2O1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.ERROR.cat0;4303671,AgLa.VDTFMYKKNQQVQN.XTLJJHGQACAZMS.MOFkey-v1.ERROR,"['[Ag][Ag]', '[OH2][La]12O[O]2O1']","['Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-]', '[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]']",Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag][Ag].[OH2][La]12O[O]2O1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-],ERROR,0,4303671
Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Pr]([OH2])[OH2] MOFid-v1.ERROR.cat3;4303672,AgPr.XTLJJHGQACAZMS.MOFkey-v1.ERROR,"['[Ag]', '[OH2][Pr]([OH2])[OH2]']",['Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Pr]([OH2])[OH2],ERROR,3,4303672
Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Nd]([OH2])[OH2] MOFid-v1.ERROR.cat3;4303673,AgNd.XTLJJHGQACAZMS.MOFkey-v1.ERROR,"['[Ag]', '[OH2][Nd]([OH2])[OH2]']",['Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Nd]([OH2])[OH2],ERROR,3,4303673
Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Sm]([OH2])[OH2] MOFid-v1.ERROR.cat3;4303674,AgSm.XTLJJHGQACAZMS.MOFkey-v1.ERROR,"['[Ag]', '[OH2][Sm]([OH2])[OH2]']",['Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Sm]([OH2])[OH2],ERROR,3,4303674
Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Eu]([OH2])[OH2] MOFid-v1.ERROR.cat3;4303675,AgEu.XTLJJHGQACAZMS.MOFkey-v1.ERROR,"['[Ag]', '[OH2][Eu]([OH2])[OH2]']",['Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],Oc1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Ag].[OH2][Eu]([OH2])[OH2],ERROR,3,4303675
O.[Ag]1[Ag][Ag]1.[Gd].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;4303676,AgGd.VDTFMYKKNQQVQN.MOFkey-v1.UNKNOWN,"['O', '[Ag]1[Ag][Ag]1', '[Gd]']",['[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],O.[Ag]1[Ag][Ag]1.[Gd].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN,0,4303676
O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Tb] MOFid-v1.UNKNOWN.cat0;4303677,AgTb.VDTFMYKKNQQVQN.MOFkey-v1.UNKNOWN,"['O', '[Ag]1[Ag][Ag]1', '[Tb]']",['[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Tb],UNKNOWN,0,4303677
O.[Ag]1[Ag][Ag]1.[Dy].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.UNKNOWN.cat0;4303678,AgDy.VDTFMYKKNQQVQN.MOFkey-v1.UNKNOWN,"['O', '[Ag]1[Ag][Ag]1', '[Dy]']",['[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],O.[Ag]1[Ag][Ag]1.[Dy].[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN,0,4303678
O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Tm] MOFid-v1.UNKNOWN.cat0;4303679,AgTm.VDTFMYKKNQQVQN.MOFkey-v1.UNKNOWN,"['O', '[Ag]1[Ag][Ag]1', '[Tm]']",['[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Tm],UNKNOWN,0,4303679
O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Yb] MOFid-v1.UNKNOWN.cat0;4303680,AgYb.VDTFMYKKNQQVQN.MOFkey-v1.UNKNOWN,"['O', '[Ag]1[Ag][Ag]1', '[Yb]']",['[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-]'],O.[Ag]1[Ag][Ag]1.[O]c1cc(nc(c1)C(=O)[O-])C(=O)[O-].[Yb],UNKNOWN,0,4303680
C(Cc1ccncc1)Cc1ccncc1.[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-] MOFid-v1.sql.cat0;4303686,Co.OGNCVVRIKNGJHQ.PHQYMDAUTAXXFZ.MOFkey-v1.sql,['[Co]'],"['C(Cc1ccncc1)Cc1ccncc1', '[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]']",C(Cc1ccncc1)Cc1ccncc1.[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],sql,0,4303686
[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat1;4303687,Zn.PHQYMDAUTAXXFZ.MOFkey-v1.sql,['[Zn][Zn]'],['[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn],sql,1,4303687
[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[OH2][Zn].[Zn].n1ccc(cc1)c1ccncc1 MOFid-v1.sql.cat1;4303688,Zn.MWVTWFVJZLCBMC.PHQYMDAUTAXXFZ.MOFkey-v1.sql,"['[OH2][Zn]', '[Zn]']","['[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]', 'n1ccc(cc1)c1ccncc1']",[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[OH2][Zn].[Zn].n1ccc(cc1)c1ccncc1,sql,1,4303688
[N]([CH]c1ccncc1)[N][CH]c1ccncc1.[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.rob.cat0;4303689,Zn.PHQYMDAUTAXXFZ.XLLIUDMGQNPRJS.MOFkey-v1.rob,['[Zn][Zn]'],"['[N]([CH]c1ccncc1)[N][CH]c1ccncc1', '[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]']",[N]([CH]c1ccncc1)[N][CH]c1ccncc1.[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-].[Zn][Zn],rob,0,4303689
[Cd].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-] MOFid-v1.UNKNOWN.cat1;4303690,Cd.PHQYMDAUTAXXFZ.MOFkey-v1.UNKNOWN,['[Cd]'],['[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-]'],[Cd].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],UNKNOWN,1,4303690
[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cc(C#Cc2cccc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O][Cu][Cu].[O][Cu][Cu][O] MOFid-v1.ERROR.cat1;4303919,Cu.AJHBVLVCAKSJLK.GZJYHAYPVZNUJX.MOFkey-v1.ERROR,"['[O][Cu][Cu]', '[O][Cu][Cu][O]']","['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]', '[O-]C(=O)c1cc(C#Cc2cccc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-]']",[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cc(C#Cc2cccc(c2)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[O][Cu][Cu].[O][Cu][Cu][O],ERROR,1,4303919
N1[CH]C=C(C=C1)C1=[N]=C([N]C(=N1)c1ccncc1)c1ccncc1.[Ag] MOFid-v1.ERROR.cat1;4304057,Ag.OHYNMPCJVFCSEA.MOFkey-v1.ERROR,['[Ag]'],['N1[CH]C=C(C=C1)C1=[N]=C([N]C(=N1)c1ccncc1)c1ccncc1'],N1[CH]C=C(C=C1)C1=[N]=C([N]C(=N1)c1ccncc1)c1ccncc1.[Ag],ERROR,1,4304057
[OH2][Cu].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.ERROR.cat7;4304058,Cu.CBMYFVSIIYILRH.MOFkey-v1.ERROR,['[OH2][Cu]'],['n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1'],[OH2][Cu].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ERROR,7,4304058
[Cu].[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.UNKNOWN.cat1;4304059,Cu.CBMYFVSIIYILRH.CYIDZMCFTVVTJO.MOFkey-v1.UNKNOWN,['[Cu]'],"['[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-]', 'n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1']",[Cu].[O-]C(=O)c1cc(C(=O)O)c(cc1C(=O)O)C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,UNKNOWN,1,4304059
[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.ERROR.cat0;4304060,Zn.CBMYFVSIIYILRH.CYIDZMCFTVVTJO.MOFkey-v1.ERROR,['[Zn]'],"['[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-]', 'n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1']",[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,ERROR,0,4304060
[C]#N.[C]#[C].[Cu].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.sur.cat1;4304061,Cu.CBMYFVSIIYILRH.JEVCWSUVFOYBFI.LBVWYGNGGJURHQ.MOFkey-v1.sur,['[Cu]'],"['[C]#N', '[C]#[C]', 'n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1']",[C]#N.[C]#[C].[Cu].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,sur,1,4304061
[O-]C(=O)C(O)C.[OH2][Tb][OH2] MOFid-v1.ERROR.cat0;4304343,Tb.JVTAAEKCZFNVCJ.MOFkey-v1.ERROR,['[OH2][Tb][OH2]'],['[O-]C(=O)C(O)C'],[O-]C(=O)C(O)C.[OH2][Tb][OH2],ERROR,0,4304343
*[O]([Tb][O](*)*)*.[O-]C(=O)C(O)C MOFid-v1.ERROR.cat0;4304344,*Tb.JVTAAEKCZFNVCJ.MOFkey-v1.ERROR,['*[O]([Tb][O](*)*)*'],['[O-]C(=O)C(O)C'],*[O]([Tb][O](*)*)*.[O-]C(=O)C(O)C,ERROR,0,4304344
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat0;4304363,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,0,4304363
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat0;4304364,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,0,4304364
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat0;4304365,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,0,4304365
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat0;4304366,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,0,4304366
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat1;4304367,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,1,4304367
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat1;4304368,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,1,4304368
[Au][Au].[C]#N.[Fe] MOFid-v1.sql.cat1;4304369,FeAu.JEVCWSUVFOYBFI.MOFkey-v1.sql,"['[Au][Au]', '[Fe]']",['[C]#N'],[Au][Au].[C]#N.[Fe],sql,1,4304369
Cl[Cu].Cl[Cu]Cl.[N]1N=N[C]=N1.[N]1[C]=NN=N1.[O][Cu]12[O]3[O]1[O]23 MOFid-v1.ERROR.cat2;4304411,Cu.IWCDULQNJQWMOC.MOFkey-v1.ERROR,"['Cl[Cu]', 'Cl[Cu]Cl', '[O][Cu]12[O]3[O]1[O]23']","['[N]1N=N[C]=N1', '[N]1[C]=NN=N1']",Cl[Cu].Cl[Cu]Cl.[N]1N=N[C]=N1.[N]1[C]=NN=N1.[O][Cu]12[O]3[O]1[O]23,ERROR,2,4304411
