['O=[C]1=NC=CC=N1', 'n1ccc(cc1)c1ccncc1'], 0.0
['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]'], 0.0011627906976744186
['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'], 0.002325581395348837
['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'], 0.0034883720930232558
['[C][Mn]1([C])([C])([C])N2C=C(C=CC2=C2N1C=C(C=C2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=CC=C2N([CH]1)[Mn]([C])([C])([C])([C])N1[C]2C=CC(=C1)C(=O)[O-]'], 0.004651162790697674
['[O-]C(=O)c1cc(O[C]2[C][C][C]2)c(c2c1cc(cc2)C(=O)[O-])c1c(O[C]2[C][C][C]2)cc(c2c1ccc(c2)C(=O)[O-])C(=O)[O-]'], 0.005813953488372093
['CCOc1cc(C=CC(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)C=CC(=O)[O-])C=CC(=O)[O-])ccc(c2)C=CC(=O)[O-]'], 0.0069767441860465115
['[O-]C(=O)C=Cc1cc([O])c(c2c1cc(C=CC(=O)[O-])cc2)c1c([O])cc(c2c1ccc(c2)C=CC(=O)[O-])C=CC(=O)[O-]'], 0.00813953488372093
['Oc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(O)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-]'], 0.009302325581395349
['[C][C]Oc1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c(O[C][C])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-]'], 0.010465116279069767
['[O]c1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c([O])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-]'], 0.011627906976744186
['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[NH]1[C]N[C]1'], 0.012790697674418604
['COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O'], 0.013953488372093023
['O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccc(cc1)C(=O)[O-]'], 0.015116279069767442
['O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2'], 0.01627906976744186
['O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccccc1C(=O)[O-]'], 0.01744186046511628
['[O]N=C1C(=O)NC(=O)NC1=O'], 0.018604651162790697
['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'], 0.019767441860465116
['[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)O'], 0.020930232558139535
['[O-]C(=O)COc1cc(OCC(=O)[O-])cc(c1)I', 'n1ccc(cc1)C=Cc1ccncc1'], 0.022093023255813953
['[O-]C(=O)c1ccc(o1)C(=O)[O-]'], 0.023255813953488372
['[O-]C=O'], 0.02441860465116279
['[O-]C(=O)CCCCC(=O)[O-]', 'n1ccc(cc1)CCc1ccncc1'], 0.02558139534883721
['[N]1[CH][CH]C(=C[CH]1)CCc1ccncc1', '[O-]C(=O)CCCCCC(=O)[O-]'], 0.026744186046511628
['c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1'], 0.027906976744186046
['N1=CN([CH][CH]1)c1ccc(cc1)C(c1ccc(cc1)N1[CH][CH]N=C1)(c1ccc(cc1)N1[CH][CH]N=C1)c1ccc(cc1)N1[CH][CH]N=C1', 'c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1'], 0.029069767441860465
['CC1=C(C(=N[N]1)C)c1c2=[N+]([O-])OO[N+](c2c(c2=[N+](OO[N+](c12)[O-])[O-])C1=C(C)N=N[C]1C)[O-]'], 0.030232558139534883
['O=Cc1ccc(cc1)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-]', '[O][CH]c1ccc(cc1)OCc1cc(cc(c1)C(=O)[O-])C(=O)[O-]'], 0.031395348837209305
['[O-]C(=O)c1cc(cc(c1)n1nnnc1N)C(=O)[O-]'], 0.03255813953488372
['n1ccncc1'], 0.033720930232558136
['O=C(c1ccc(s1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]'], 0.03488372093023256
['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)C23C4(C1=O)C3C1C3(N=C2)C1(N=C4)C12C43N=CC35C(C14)C3(C=N2)C(=O)N(C5=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'], 0.03604651162790698
['Cc1nc(C)c(nc1C)C', '[O-]C(=O)C(C(C(=O)[O-])(F)F)(F)F'], 0.037209302325581395
['[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=C(c3ccc(cc3)C(=O)[O-])C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccc(cc1)C(=O)[O-])[N]4)c1ccc(cc1)C(=O)[O-])C=C3)[N]2'], 0.03837209302325581
['[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Mn]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'], 0.03953488372093023
['C(CCn1cncc1)CCn1cncc1', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]'], 0.040697674418604654
['C(CCN1C=C[N][CH]1)CCCn1cncc1', 'C(CCn1cncc1)CCCn1cncc1', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]'], 0.04186046511627907
['C(CCn1cncc1)CCCn1cncc1', '[O-]C(=O)c1ccc(cc1)C(=O)[O-]'], 0.043023255813953484
