['Cl[Cu]O[Cu]O[Cu]Cl'], 0.0
['[O][Hf]123([O])[O]4[Hf]56([O]3[Hf]37([O]2[Hf]28([O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O]'], 0.38740920096852305
['[Bi]'], 0.3898305084745763
['[Cu]1OO1', '[O][Cu][Cu][O]'], 0.3922518159806296
['I[Pb]', '[O][Zr]123([O])[O]4[Zr]567([O]3[Zr]389([O]2[Zr]2%10%11([O]1[Zr]1%124([O]7[Zr]47%13([O]6[Zr]6([O]53)([O]9[Zr]3([O]%10[Zr]([O]14)([O]2%12)([O]%133)([O])[O])([O]8%11)([O]76)([O])[O])([O])[O])([O])[O])([O])[O])([O])[O])([O])[O])([O])[O]'], 0.3946731234866828
['Cl[Co]', '[OH]1[Zr]2[OH][Zr]3[O]2[Zr]1[OH]3'], 0.3970944309927361
['[OH2][Cu]Cl'], 0.39951573849878935
['[Pr]'], 0.40193704600484265
['[Cu]', '[O][Cu][O]'], 0.4043583535108959
['[OH2][Zn]([OH2])[OH2]', '[Zn]'], 0.4067796610169492
['[OH2][Cd]([OH2])[OH2]', '[OH2][Cd][OH2]'], 0.4092009685230024
['[OH2][Zn]', '[Zn]'], 0.4116222760290557
['[O][Cu]', '[O][Cu]Cl'], 0.414043583535109
['[OH2][Co][OH2]'], 0.41646489104116224
['[Pb][O]([Pb])([Pb])[Pb]'], 0.41888619854721554
['I[Cu]12[Cu]3[Cu]1[Cu]23(I)(I)I', 'I[Cu]1[Cu]2[Cu]1[Cu]2(I)(I)(I)I'], 0.4213075060532688
['[OH2][La]1[OH][La]([OH]1)[OH2]'], 0.42372881355932207
['[OH2][Eu]1[OH][Eu]([OH]1)[OH2]'], 0.4261501210653753
['[OH2][Nd]1[OH][Nd]2([OH]1[Nd]1([OH]2[Nd]([OH]1)[OH2])[OH2])[OH2]'], 0.4285714285714286
['[OH2][Nd]1[OH][Nd]([OH]1)[OH2]'], 0.43099273607748184
['[Cu]1[OH][Cu][OH]1'], 0.43341404358353514
['[OH2][Cu]'], 0.4358353510895884
['[O][Ni]'], 0.43825665859564167
['[OH2][Cu][OH2]'], 0.44067796610169496
['[OH2][Zn][OH2]'], 0.4430992736077482
['[Cu][OH]([Cu][OH]([Cu])[Cu])[Cu]'], 0.4455205811138015
['O[Mn]', '[Mn]'], 0.44794188861985473
['F[Co]F'], 0.450363196125908
['[O][Zn][O]'], 0.45278450363196127
['[O][Zn]'], 0.45520581113801456
['[Ga]'], 0.4576271186440678
['[Ni][Ni]'], 0.4600484261501211
['[O][Ni][Ni]'], 0.46246973365617433
['[O][V]'], 0.4648910411622276
['[In]', '[Li]'], 0.4673123486682809
['[Mn][O]([Mn])[Mn]'], 0.46973365617433416
['[Mn][O]([Mn][O]([Mn])[Mn])[Mn]'], 0.47215496368038745
['[O][U][O]([U][O])[U][O]'], 0.4745762711864407
['[Mn][O]1([Mn])[Mn][O]([Mn]1)([Mn])[Mn]'], 0.476997578692494
['[OH2][Zr]123([OH2])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([OH2])[OH2])([OH2])[OH2])([OH2])[OH2]'], 0.4794188861985472
['[Cd]', '[OH2][Cd]'], 0.4818401937046005
['I[Cu][Cu]I'], 0.48426150121065376
['[Cu]O[Mo]1([O])O[Mo]([O])([O])O[Mo]([O])(O[Cu])O[Mo](O[Mo](O[Mo](O1)([O])O[Cu])([O])[O])([O])O[Cu]'], 0.48668280871670705
['[OH2][Cu][OH]1[Cu][OH]([Cu]1)[Cu]'], 0.4891041162227603
['[Cu][OH]1[Cu]([OH2])[OH]([Cu]1[OH2])[Cu]', '[Cu][OH]1[Cu][OH]([Cu]1)[Cu]'], 0.4915254237288136
['[O][Zn][Zn][Zn][Zn][O]'], 0.4939467312348669
['[OH2][Eu]1234[OH]5[Eu]678([OH]3[Eu]39%10([OH]2[Eu]2%11%12([OH]1[Eu]1%135([O]4632[Eu]([OH]79)([OH]81)([OH]%11%13)([OH]%10%12)[OH2])([OH2])([OH2])[OH2])([OH2])([OH2])[OH2])([OH2])([OH2])[OH2])([OH2])([OH2])[OH2]'], 0.4963680387409201
['[Cs]'], 0.4987893462469734
['[Zn][O]([Zn][O]([Zn])([Zn])[Zn])([Zn])[Zn]'], 0.5012106537530266
['[O][Cu]', '[O][Cu][Cu][O]'], 0.5036319612590799
['[O][Mn][Mn][O]'], 0.5060532687651332
['[O]123[Hf]4567[Hf]89%101[Hf]1%11%122[Hf]2%1334[O]35[Hf]45%147[O]68[Hf]67%104[O]91[Hf]14%126[O]%112[Hf]%13351[O]%1474'], 0.5084745762711864
['[O]123[Zr]4567[Zr]89%101[Zr]1%11%122[Zr]2%1334[O]35[Zr]45%147[O]68[Zr]67%104[O]91[Zr]14%126[O]%112[Zr]%13351[O]%1474'], 0.5108958837772397
['[O][Zn][Zn][O]', '[Zn][O]([Zn])[Zn]'], 0.513317191283293
['[Zn][OH]1[Zn][OH]([Zn]1)[Zn]'], 0.5157384987893463
['Cl[Cd]Cl'], 0.5181598062953996
['[OH2][Co](Cl)Cl'], 0.5205811138014528
['[Fe][O]([Fe])([Fe])[Fe]'], 0.5230024213075061
['[Mn]12[Mn]3[O]42[Mn]1[Mn]34', '[Mn]1[Mn]2[O]31[Mn]2[Mn]3', '[Mn][O]12[Mn][Mn]2[Mn]1'], 0.5254237288135594
['[Ni]', '[OH2][Ni][OH2]'], 0.5278450363196127
['[O][Zn][O]([Zn][O])([Zn][O])[Zn]'], 0.5302663438256658
['[O][Co][O]([Co]1([O]([Co][O])[Co])[O]([Co][O])[Co][O]1[Co][O])[Co]'], 0.5326876513317191
['[O][Zn]', '[O][Zn]([O])[O]', '[O][Zn][Zn][O]'], 0.5351089588377724
['[OH2][Cu]([OH2])[OH2]', '[OH3][Cu][Cu][OH7]', '[OH5][Cu]', '[OH5][Cu][Cu][OH7]', '[OH7][Cu][Cu][OH2]', '[OH7][Cu][Cu][OH4]', '[OH7][Cu][Cu][OH6]', '[OH7][Cu][Cu][OH7]', '[OH7][Cu][Cu][OH8]', '[OH8][Cu][Cu][OH6]'], 0.5375302663438257
['[O][Eu][O]'], 0.5399515738498789
['[OH2][Zn][OH2]', '[Zn]'], 0.5423728813559322
['[OH2][Cd]'], 0.5447941888619855
['[Cd][Cd]'], 0.5472154963680388
['[OH2][Co]', '[O][Co][OH2]'], 0.5496368038740921
['[O][Co]', '[O][Co][O]'], 0.5520581113801453
['I[Cu]1[Cu](I)[Cu](I)[Cu]([Cu]([Cu]1I)I)I'], 0.5544794188861986
['Cl[Cd]Cl', '[Ni]'], 0.5569007263922519
['[Cu]', '[OH2][Cu]', '[OH2][Cu][OH2]'], 0.5593220338983051
['[OH]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[OH]3[Zr]35[OH]6[Zr]2([OH]71)[OH]43'], 0.5617433414043583
['[Cu][OH]([Cu])[Cu]'], 0.5641646489104116
['[Cu][O]([Cu])[Cu]'], 0.5665859564164649
['[Li]', '[Zn]'], 0.5690072639225182
['[S]12[Cu]345[Cu]671[W]1823[S]4[Cu]561[S]78', '[W]1[Cu]2[S]1[Cu]1[W][S]1[Cu]1[S]2[W]1'], 0.5714285714285715
['[O]123[O]45[Zr]6789%101[O]1%11[O]%126[Zr]6%13%14%15%161[O]1%17[O]%186[Zr]6%19241([O]12[O]46[Zr]6%20%21%17%181[O]1%13[O]%146[Zr]6%13%14%11%121[O]17[O]86[Zr]635241[O]%20%13[O]%21%146)[O]9%15[O]%10%16%19', '[O]123[O]45[Zr]6789%101[O]1%11[O]%126[Zr]6%13%14%15%161[O]1%17[O]%186[Zr]6%19241([O]12[O]46[Zr]6%20%21351[O]17[O]86[Zr]356%11%121[O]1%13[O]%143[Zr]3%17%18241[O]%205[O]%2163)[O]9%15[O]%10%16%19', '[O]123[O]45[Zr]6789%101[O]1%11[O]%126[Zr]6%13%14%15%161[O]17[O]86[Zr]678%17%181[O]1%15[O]%166[Zr]6%15%16%19%201[O]1%13[O]%146[Zr]624%11%121[O]1%15[O]%166[Zr]24351([O]97[O]%1082)[O]%17%19[O]%18%204'], 0.5738498789346247
['[O]123[O]45[Zr]6789%101[O]1%11[O]%126[Zr]6%13%14%15%161[O]1%17[O]%186[Zr]6%19%20%21%221[O]1%23[O]%246[Zr]6%11%12%17%181[O]19[O]%106[Zr]624%23%241[O]1%21[O]%226[Zr]24351([O]%13%19[O]%14%202)[O]7%15[O]8%164', '[O]123[O]45[Zr]6789%101[O]1%11[O]%126[Zr]6%13%14351[O]13[O]56[Zr]6%15%16241[O]17[O]86[Zr]246781[O]1%17[O]%182[Zr]2%19351([O]%154[O]%1662)[O]1%13[O]%14%19[Zr]2%11%12%17%181[O]97[O]%1082'], 0.576271186440678
['[Cu]', '[OH2][Cu]'], 0.5786924939467313
['[OH2][Ni](O[Ni]O[Ni]([OH2])[OH2])[OH2]'], 0.5811138014527846
['[OH2][Ca][OH2]'], 0.5835351089588378
['[Ca]'], 0.585956416464891
['[Al]'], 0.5883777239709443
['[Co][O]([Zn])([Zn])[Zn]'], 0.5907990314769976
['[Zn][O]([Zn])[Zn]'], 0.5932203389830508
['[Eu]', '[OH2][Eu]([OH2])[OH2]'], 0.5956416464891041
['[OH2][Ni][OH2]'], 0.5980629539951574
['I[Zn]I'], 0.6004842615012107
['[Ni]', '[OH2][Ni]'], 0.602905569007264
['[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43'], 0.6053268765133172
['Cl[Ni]Cl'], 0.6077481840193705
['[Cu]123[Cu]45[Cu]62[Cu]21[Cu]34[Cu]562', '[In]'], 0.6101694915254238
['[OH2][Gd]([OH2])[OH2]'], 0.6125907990314771
['[O][Ho]([O]1[Ho]2(OO2)[O]([Ho]21OO2)[Ho]([O])[O])[O]'], 0.6150121065375302
['[O][Y]1[O]([Y]2OO2)[Y]([O]1[Y]1OO1)[O]'], 0.6174334140435835
['[In]', '[OH2][In]'], 0.6198547215496368
['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]5[Zr]([O]63)([O]21)([O]78)[O])[O])([O])[O]'], 0.6222760290556901
['[Mn][OH2][Mn]', '[OH2][Mn][OH2][Mn][OH2]'], 0.6246973365617434
['[In]', '[O]'], 0.6271186440677966
['[Ag]', '[Ag][Ag]'], 0.6295399515738499
['[Ag]', '[Ag]1[Ag][Ag][Ag]1'], 0.6319612590799032
['[Cd]', '[Cd]1[Cd]O1', '[O][Cd][Cd]'], 0.6343825665859565
['[OH2][Cd](Cl)[OH2]', '[OH2][Cd][OH2]'], 0.6368038740920097
['[O][Eu][OH3]'], 0.639225181598063
['[OH2][U][OH2]'], 0.6416464891041163
['[Dy]', '[OH2][Dy]'], 0.6440677966101696
['[OH2][Mn]'], 0.6464891041162228
['[OH8][Ni][OH6]([Ni][OH8])[Ni][OH8]', '[OH8][Ni][OH8]([Ni][OH8])[Ni][OH8]'], 0.648910411622276
['[In]', '[OH]'], 0.6513317191283293
['[Cu][O]([Sr]([O]([Cu])[Cu])[O]([Cu])[Cu])[Cu]'], 0.6537530266343826
['[Ni]', '[Zn]'], 0.6561743341404359
['Br[Cu][OH]([Cu])[Cu]', '[Cu][OH]([Cu])[Cu]'], 0.6585956416464891
['Cl[Cu][OH]([Cu]Cl)[Cu]', 'Cl[Cu][OH]([Cu]Cl)[Cu]Cl'], 0.6610169491525424
['[OH2][Ni]([OH2])[OH2]'], 0.6634382566585957
['[Ag]1[Ag][OH2][Ag][Ag][OH2]1', '[Ag][Ag]'], 0.665859564164649
['[OH2][Mg][OH2][Mg][OH2][Mg][OH2]'], 0.6682808716707022
['[Co][Zn][Co][Zn]', '[Zn][Co][Co][Zn]'], 0.6707021791767555
['[O]O[Fe]'], 0.6731234866828087
['[Ce]'], 0.675544794188862
['[O][Cd]'], 0.6779661016949153
['[OH4][Ni][O]([Ni])[Ni]'], 0.6803874092009685
['[O][Eu]([O])([O])[O]'], 0.6828087167070218
['[O][Tb]([O])[O]'], 0.6852300242130751
['[OH2][Mg][OH2]'], 0.6876513317191284
['[O][Na]([O]1[Zn][OH]([Zn])[Zn]23[O]4[Zn]1[O]([Zn])[Zn]14[O]3[Zn]([O]2[Zn])[O]([Zn][OH]1[Zn])[Na]([O])[O])[O]'], 0.6900726392251816
['Cl[Mn]Cl'], 0.6924939467312349
['[Cd]', '[Zn]'], 0.6949152542372882
['[Co]', '[Zn]'], 0.6973365617433415
['[O][Ni]O[Ni]1([O])O[Ni](O1)([O])O[Ni][O]'], 0.6997578692493948
['[OH2][Cd][OH2]'], 0.7021791767554479
['[OH2][Co]'], 0.7046004842615012
['[Zn][OH]1[Zn]([OH2])[OH]([Zn]1[OH2])[Zn]'], 0.7070217917675545
['[O][Co][O]'], 0.7094430992736078
['[O][Ni][O]'], 0.711864406779661
['[OH2][Mn]([OH2][Mn][OH2][Mn]([OH2])[OH2])[OH2]'], 0.7142857142857143
['[Cu][Cu]', '[OH].O', '[OH].[OH]'], 0.7167070217917676
['[Sr]'], 0.7191283292978209
['[OH]', '[Zn]'], 0.7215496368038741
['[OH2][Cu][OH]1[Cu]([OH2])[OH]([Cu]1[OH2])[Cu][OH2]'], 0.7239709443099274
['[Co]', '[OH2][Co][OH2][Co][OH2]'], 0.7263922518159807
['Cl[Al]Cl'], 0.728813559322034
['[Nd]'], 0.7312348668280872
['[Co][O]([Co])[Co]'], 0.7336561743341404
['[Co][OH]1[Co]([OH2])[OH]([Co]1[OH2])[Co]', '[OH2][Co][OH]1[Co]([OH2])[OH]([Co]1[OH2])[Co][OH2]'], 0.7360774818401937
['[OH]1[OH][Cu]1[Cu]1[OH][OH]1'], 0.738498789346247
['Br[Cu]1[Cu][Cu]1Br', '[Cu]'], 0.7409200968523003
['[OH2][Sm][OH2]'], 0.7433414043583535
['[OH2][Ho][OH2]'], 0.7457627118644068
['[OH2][Er][OH2]'], 0.7481840193704601
['[OH2][Tb][OH2]'], 0.7506053268765134
['[OH2][Ce][OH2]'], 0.7530266343825667
['[OH2][Gd][OH2]'], 0.7554479418886199
['[OH2][Dy][OH2]'], 0.7578692493946732
['[OH2][Nd][OH2]'], 0.7602905569007264
['[OH2][Co]([OH2])([OH2])[OH2]'], 0.7627118644067797
['[Cu][Cu]', '[OH4][Cu][Cu][OH4]'], 0.7651331719128329
['[O][Mo]1234O[Mo]56([O])O[Mo]78(O1)([O])[O]1[Zn]9[O]2[Mo]2%104([O]3[Zn]3[O]5[Mo]45([O]6[Zn]6%11[O]7[Mo]781([O])O[Mo]18([O]9[Mo]9(O2)([O])O[Mo]2%12(O%10)([O]3[Mo]32([O]%12[Zn]([O]19)[O]1[Mo]2([O]7[Zn]79[O]%10[Mo]%12%13(O[Mo]%14%15%16([Mo]%17%18([O]%11[Mo]%11%19%20([O]9[Mo]9%21%20([O]%19[Zn]%19[O]%20[Mo](O%11)(O%17)([O])[O]%11[Zn]([O]%15%18)[O]%15[Mo]%17(O%16)(O%12)([Mo]%12%16%15([O]%17[Zn]%15[O]%13[Mo]%10(O%21)([O])O[Mo]%10%13(O9)([O]%19[Mo]%10([O]%15%13)(O[Mo]%20%11([O])O%12)([O])O%16)[O])[O])[O])[O])[O])([O]7%14)[O])[O])[O])([O]6[Mo]12(O5)(O3)[O])(O8)[O])(O4)[O])[O])[O])[O])[O]'], 0.7675544794188862
['[OH2][Er]([OH2])[OH2]'], 0.7699757869249395
['[OH2][Tm]([OH2])[OH2]'], 0.7723970944309928
['[OH2][Yb]([OH2])[OH2]'], 0.7748184019370461
['[OH2][Lu]([OH2])[OH2]'], 0.7772397094430993
['[Eu]', '[Zn]'], 0.7796610169491526
['[Tb]', '[Zn]'], 0.7820823244552059
['[Fe]', '[Pt]'], 0.7845036319612592
['[Zn]12[O]3456[Zn]7[O]89%101[Zn]3[O]1327[Zn]2748[O]48%11[Zn]%12591[O]128[Zn]6%1034[O]7%11%121', '[Zn][O]([Zn])([Zn])[Zn]', '[Zn][O]([Zn]12[O]3[O]1[O]23)([Zn])[Zn]'], 0.7869249394673123
['[Cd]', '[Co]'], 0.7893462469733656
['Cl[Co]', '[Co]'], 0.7917675544794189
['[OH2][Tb]([OH2])[OH2]'], 0.7941888619854722
['[Co]', '[Co][OH2][Zn]', '[Zn]'], 0.7966101694915254
['[O][Cu]'], 0.7990314769975787
['[Fe]', '[Pd]'], 0.801452784503632
['[Ag]', '[O][Mo]1234O[Ag]56O[Mo]789%10[O]%11%124[Mo]4%13%14(O1)O[Ag]1%15O[Mo]%16%17([O]7%14([Mo]7([O]4[Mo]%12(O3)(O5)([O])[O]97)(O%15)([O])O%16)[Mo]3([O]%13[Mo]%11(O2)(O6)([O])[O]83)(O1)([O])O%17)(O%10)[O]'], 0.8038740920096853
['[Co]', '[O][Co]', '[O][Co][O]'], 0.8062953995157386
['[Cd]', '[OH2][Cd]1[OH2][Cd]([OH2]1)[OH2]'], 0.8087167070217918
['[OH2][Zn]', '[OH2][Zn][OH2]', '[Zn]'], 0.8111380145278451
['[Zn][OH]([Zn])[Zn]'], 0.8135593220338984
['[O][Co]O[Co]1([O])O[Co](O1)([O])O[Co][O]'], 0.8159806295399517
['[Cu][Cu]', '[O][Cu][Cu][O]'], 0.8184019370460048
['[O][Fe][O]', '[Tb]'], 0.8208232445520581
['Cl[Pd]Cl'], 0.8232445520581114
['[O][In][O]([In])[In]'], 0.8256658595641647
['[OH2][Cu][Cu]'], 0.828087167070218
['[Mn][Mn]'], 0.8305084745762712
['[OH2][Cu]', '[OH4][Cu]', '[OH6][Cu]', '[O][Cu]([O])[Cu]([O])[O]'], 0.8329297820823245
['[O][Zn]', '[Zn]OO[Zn]'], 0.8353510895883778
['[Zn]12[Zn]3[O]4562[Zn]1[Zn]5[Zn]6[Zn]34'], 0.8377723970944311
['[Ca]', '[OH2][Ca]'], 0.8401937046004843
['O1[Cu][Zn]1[Cu]1O[Zn]1', '[Cu]1O[Zn]1[Zn]1[Cu]O1', '[Zn][O]([Zn])[Zn]'], 0.8426150121065376
['[O][Eu]', '[O][Eu][O]'], 0.8450363196125908
['[O][Nd][O]'], 0.8474576271186441
['[O][Mg]O[Mg][O]'], 0.8498789346246973
['[Cu][Cu]', '[Cu][Cu][Cu][Cu]', '[OH2][Sm]([OH]1[Cu][OH]([Cu]1)[Sm]([OH2])([OH2])([OH2])[OH2])([OH2])([OH2])[OH2]'], 0.8523002421307506
['O', '[Cu]'], 0.8547215496368039
['[Zn]O[Zn]O[Zn]'], 0.8571428571428572
['[O][Zn]', '[Ti]', '[Zn]'], 0.8595641646489105
['[OH4][Y]', '[OH5][Y]', '[Y]'], 0.8619854721549637
['[Ti]'], 0.864406779661017
['[OH3][Cu][Cu][OH3]', '[OH4][Cu][Cu][OH2]'], 0.8668280871670703
['[OH2][Cu][Cu][OH2]', '[OH2][Cu][Cu][OH3]'], 0.8692493946731236
['[Zn][OH]([Zn][OH]([Zn])[Zn])[Zn]'], 0.8716707021791767
['[Zr]'], 0.87409200968523
['[La]'], 0.8765133171912833
['[OH4][Cu][Cu][OH4]'], 0.8789346246973366
['[O][Mo]1234O[Mo]567([O])O[Mo]8([OH]1)([O])[O]1[Zn]9[O]6[Mo]6%107([O]5[Zn]5[O]3[Mo]374([O]2[Zn]2[O]8[Mo]41([O])O[Mo]18%11([O]9[Mo]91(O6)(O[Mo]1([O]5[Mo]5(O7)(O[Mo]67(O3)([O]2[Mo]6([O]7[Zn]([O]15)[O]%119)([OH]4)([O])O8)[O])[O])(O%10)[O])[O])[O])[O])[O]'], 0.8813559322033899
['[Zn]', '[Zn][Zn][Zn]'], 0.8837772397094431
['Cl[Cu][Cu]'], 0.8861985472154964
['[Np]'], 0.8886198547215497
['[Cu]', '[Eu]'], 0.891041162227603
['[Mg][O]([Mg])[Mg]'], 0.8934624697336562
['[O][Zr]123[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)[O])[O])[O]'], 0.8958837772397095
['[Sb]'], 0.8983050847457628
['[Ni]', '[OH3][Mn][OH3]'], 0.900726392251816
['[Ni]', '[OH3][Co][OH3]'], 0.9031476997578692
['[O][Eu]([O])[O]'], 0.9055690072639225
['Cl[Cd]Cl', '[Cd]'], 0.9079903147699758
['[OH2][Ni]123[O]4[Ni]5[O]3[W]36(O[W]78([O]2[Ni]2[O]1[Ni]19[O]%10[Ni]%114[O]5[W]4(O3)([O])O[W]35(O[W]%12([O]%11[Ni]%10([O]9[W]9(O%12)(O[W]([O]21)(O7)([O])O[W](O9)(O[W](O8)(O6)([O])O3)(O5)[O])[O])[OH2])(O4)[O])[O])[O])[O]'], 0.9104116222760291
['O1[Hf]23456O[Hf]789%101[O]1%11%12%132[O]2%14%1537[Hf]37%16%171[O]1%1848[Hf]4%112(O3)(O7)[O]237%16[Hf]8%11%161[O]1%1959[Hf]5%1828[O]289%18%11[Hf]%11%20%21%221[O]1%236%10[Hf]6%10%12%14[Hf]%12%13%151[O]1%1746[Hf]46%1339[O]3%11%10%12[Hf]%192%23([O]%1658%204[Hf]7%1813(O6)O%13)(O%21)O%22'], 0.9128329297820824
['[O][Eu]123[O]4[Eu]56([O]3[Eu]37([O]2[Eu]28([O]1[Eu]14([O]6[Eu]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O]'], 0.9152542372881356
['[OH4][Zr]123([OH2])[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)([OH2])[OH4])([OH2])[OH4])([OH2])[OH4]', '[OH4][Zr]123([OH2])[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)([OH2])[OH4])([OH4])[OH4])([OH4])[OH4]', '[OH4][Zr]123([OH2])[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)([OH4])[OH2])([OH4])[OH2])([OH4])[OH2]', '[OH4][Zr]123([OH2])[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)([OH4])[OH2])([OH4])[OH4])([OH4])[OH4]'], 0.9176755447941889
['[Mo]'], 0.9200968523002422
['[O][Rh][Rh]'], 0.9225181598062955
['[O][Y](F)F', '[O][Y]F'], 0.9249394673123487
['[O][Tb]'], 0.927360774818402
['[Cu]O[Mo]123([O])O[Mo]45([O]673[Mo]38([O]1[Mo]19([O]2[Mo]2%106([O]681[Mo]1([O]3[Mo]7(O5)([O]%101)([O])[O])([O])(O[Cu])O[Mo]6(O9)(O2)([O])[O])[O])([O])[O])(O4)[O])([O])[O]'], 0.9297820823244553
['[Mn]', '[OH2][Mn]'], 0.9322033898305085
['[Mn][OH2][Mn][OH2][Mn]'], 0.9346246973365618
['[Zn]O[Zn]'], 0.937046004842615
['[OH2][Cu][Cu]', '[OH2][Cu][Cu][OH2]'], 0.9394673123486683
['Cl[Cu]O[Cu]'], 0.9418886198547216
['[OH2][Ce]'], 0.9443099273607749
['[OH2][Eu]', '[OH2][Eu]([OH2])([OH2])([OH2])[OH2]', '[Zn]'], 0.9467312348668281
['[OH2][Tb]', '[OH2][Tb]([OH2])([OH2])([OH2])[OH2]', '[Zn]'], 0.9491525423728814
['[O][Sm]', '[O][Sm][O]'], 0.9515738498789347
['[OH2][Tb][Tb][OH2]'], 0.953995157384988
['[OH3][Mg][OH4][Mg]'], 0.9564164648910413
['[OH2][Ni]O[W]123O[W]45([O])O[W]67([O])O[W]89(O[W](O1)(O4)([O])O[W]1(O[W]4(O2)([O])O[W]2(O1)([O])O[W]1(O[W](O3)(O4)([O])O[W](O5)(O7)([O])O1)([O])O[W](O6)(O8)(O2)O[Ni][OH2])(O9)[O])[O]'], 0.9588377723970944
['Cl[Co]'], 0.9612590799031477
['[OH4][Mg][O]12[Mg]([O])([O])O[Mg]2(O[Mg]1([O])[O])[O]'], 0.963680387409201
['[O]12[Ce]34[O]5[Ce]62[O]2[Ce]71[O]4[Ce]14[O]3[Ce]35[O]6[Ce]2([O]71)[O]43'], 0.9661016949152543
['[Mn]', '[OH2][Mn]', '[OH2][Mn][OH2]'], 0.9685230024213075
['[Cd]', '[OH2][Cd][OH2]'], 0.9709443099273608
['[Cd]', '[OH2][Cd]', '[OH2][Cd][OH2]'], 0.9733656174334141
['[Ga]', '[O]'], 0.9757869249394674
['[OH2][Ba]123([OH2])[OH2][Ba]([OH2]1)([OH2]2)([OH2]3)([OH2])[OH2]'], 0.9782082324455206
['Br[Pb]', '[Pb]'], 0.9806295399515739
['[OH2][Eu][OH2]'], 0.9830508474576272
['[Eu][OH2]([Eu])[Eu]'], 0.9854721549636805
['[OH2][Fe][O]([Fe][OH2])[Fe][OH4]', '[OH2][Fe][O]([Fe][OH4])[Fe][OH2]', '[OH2][Fe][O]([Fe][OH4])[Fe][OH4]'], 0.9878934624697338
['[O][Zr]123([O])[OH]4[Zr]56[OH]3[Zr]37([OH]2[Zr]28[OH]1[Zr]14([OH]6[Zr]([OH]53)([OH]21)([OH]78)([O])[O])([O])[O])([O])[O]'], 0.9903147699757869
['Cl[Cd]'], 0.9927360774818402
['[OH2][La][OH2]'], 0.9951573849878935
['[OH2][Sm]'], 0.9975786924939468
