cifname,mofid,mofkey,simples_nodes,simples_linkers,simples,topology,cat
1100140,Cl[Cu]O[Cu]O[Cu]Cl.O=[C]1=NC=CC=N1.n1ccc(cc1)c1ccncc1 MOFid-v1.hxl.cat1,Cu.BSACTHHIMKWVLX.MWVTWFVJZLCBMC.MOFkey-v1.hxl,['Cl[Cu]O[Cu]O[Cu]Cl'],"['O=[C]1=NC=CC=N1', 'n1ccc(cc1)c1ccncc1']",Cl[Cu]O[Cu]O[Cu]Cl.O=[C]1=NC=CC=N1.n1ccc(cc1)c1ccncc1,hxl,1.0
1100722,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.acs.cat0,Fe.KKEYFWRCBNTPAC.MOFkey-v1.acs,['[Fe][O]([Fe])[Fe]'],['[O-]C(=O)c1ccc(cc1)C(=O)[O-]'],[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-],acs,0.0
1501627,[In].[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-] MOFid-v1.sql.cat1,In.GZJYHAYPVZNUJX.MOFkey-v1.sql,['[In]'],['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]'],[In].[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-],sql,1.0
1501629,"[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.pts,tfi.cat0",In.TYPODEXFRPHZNH.MOFkey-v1.pts,['[In]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],"pts,tfi",0.0
1501771,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zn][Zn][O] MOFid-v1.tbo.cat0,Zn.QMKYBPDZANOJGF.MOFkey-v1.tbo,['[O][Zn][Zn][O]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Zn][Zn][O],tbo,0.0
1507930,COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cu][Cu][OH2] MOFid-v1.kgm.cat0,Cu.QMKYBPDZANOJGF.STBOKQUWWUFPAZ.MOFkey-v1.kgm,['[OH2][Cu][Cu][OH2]'],"['COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]']",COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cu][Cu][OH2],kgm,0.0
1508061,[C][Mn]1([C])([C])([C])N2C=C(C=CC2=C2N1C=C(C=C2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)C1=CC=C2N([CH]1)[Mn]([C])([C])([C])([C])N1[C]2C=CC(=C1)C(=O)[O-] MOFid-v1.dmd.cat0,Mn.ZLUYCXSNLVSTMY.MOFkey-v1.dmd,['[Mn]'],"['[C][Mn]1([C])([C])([C])N2C=C(C=CC2=C2N1C=C(C=C2)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)C1=CC=C2N([CH]1)[Mn]([C])([C])([C])([C])N1[C]2C=CC(=C1)C(=O)[O-]']",[C][Mn]1([C])([C])([C])N2C=C(C=CC2=C2N1C=C(C=C2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)C1=CC=C2N([CH]1)[Mn]([C])([C])([C])([C])N1[C]2C=CC(=C1)C(=O)[O-],dmd,0.0
1508086,"[Cu][Cu].[O-]C(=O)c1cc(O[C]2[C][C][C]2)c(c2c1cc(cc2)C(=O)[O-])c1c(O[C]2[C][C][C]2)cc(c2c1ccc(c2)C(=O)[O-])C(=O)[O-] MOFid-v1.wbl,lqm.cat0",Cu.UHUVUHFOFVUDDW.MOFkey-v1.wbl,['[Cu][Cu]'],['[O-]C(=O)c1cc(O[C]2[C][C][C]2)c(c2c1cc(cc2)C(=O)[O-])c1c(O[C]2[C][C][C]2)cc(c2c1ccc(c2)C(=O)[O-])C(=O)[O-]'],[Cu][Cu].[O-]C(=O)c1cc(O[C]2[C][C][C]2)c(c2c1cc(cc2)C(=O)[O-])c1c(O[C]2[C][C][C]2)cc(c2c1ccc(c2)C(=O)[O-])C(=O)[O-],"wbl,lqm",0.0
1508087,"CCOc1cc(C=CC(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)C=CC(=O)[O-])C=CC(=O)[O-])ccc(c2)C=CC(=O)[O-].[O][Cu][Cu][O] MOFid-v1.wbl,lqm.cat0",Cu.IWXJJAIIDFMFKI.MOFkey-v1.wbl,['[O][Cu][Cu][O]'],['CCOc1cc(C=CC(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)C=CC(=O)[O-])C=CC(=O)[O-])ccc(c2)C=CC(=O)[O-]'],CCOc1cc(C=CC(=O)[O-])c2c(c1c1c(OCC)cc(c3c1ccc(c3)C=CC(=O)[O-])C=CC(=O)[O-])ccc(c2)C=CC(=O)[O-].[O][Cu][Cu][O],"wbl,lqm",0.0
1508088,"[O-]C(=O)C=Cc1cc([O])c(c2c1cc(C=CC(=O)[O-])cc2)c1c([O])cc(c2c1ccc(c2)C=CC(=O)[O-])C=CC(=O)[O-].[O][Cu][Cu][O] MOFid-v1.wbl,lqm.cat0",Cu.MYCOIKBSLFNJEL.MOFkey-v1.wbl,['[O][Cu][Cu][O]'],['[O-]C(=O)C=Cc1cc([O])c(c2c1cc(C=CC(=O)[O-])cc2)c1c([O])cc(c2c1ccc(c2)C=CC(=O)[O-])C=CC(=O)[O-]'],[O-]C(=O)C=Cc1cc([O])c(c2c1cc(C=CC(=O)[O-])cc2)c1c([O])cc(c2c1ccc(c2)C=CC(=O)[O-])C=CC(=O)[O-].[O][Cu][Cu][O],"wbl,lqm",0.0
1508089,"Oc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(O)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.wbl,lqm.cat0",Cu.NYAGQNINVLQJED.MOFkey-v1.wbl,['[O][Cu][Cu][O]'],['Oc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(O)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-]'],Oc1cc(c2ccc(cc2)C(=O)[O-])c2c(c1c1c(O)cc(c3c1ccc(c3)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])ccc(c2)c1ccc(cc1)C(=O)[O-].[O][Cu][Cu][O],"wbl,lqm",0.0
1508090,"[C][C]Oc1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c(O[C][C])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.wbl,lqm.cat0",Cu.JRTFYCGKZBUFME.MOFkey-v1.wbl,['[O][Cu][Cu][O]'],['[C][C]Oc1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c(O[C][C])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-]'],[C][C]Oc1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c(O[C][C])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-].[O][Cu][Cu][O],"wbl,lqm",0.0
1508091,"[O][Cu][Cu][O].[O]c1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c([O])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-] MOFid-v1.wbl,lqm.cat0",Cu.ZNXPCZATERRQIW.MOFkey-v1.wbl,['[O][Cu][Cu][O]'],['[O]c1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c([O])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-]'],[O][Cu][Cu][O].[O]c1cc(C=Cc2ccc(cc2)C(=O)[O-])c2c(c1c1c([O])cc(c3c1ccc(c3)C=Cc1ccc(cc1)C(=O)[O-])C=Cc1ccc(cc1)C(=O)[O-])ccc(c2)C=Cc1ccc(cc1)C(=O)[O-],"wbl,lqm",0.0
1508205,[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[NH]1[C]N[C]1.[OH3][Cu][Cu][OH3] MOFid-v1.nbo.cat0,Cu.GZJYHAYPVZNUJX.ZKYOLEGVZRPFGB.MOFkey-v1.nbo,['[OH3][Cu][Cu][OH3]'],"['[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[NH]1[C]N[C]1']",[O-]C(=O)C1=C[C]=CC(=C1)C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[NH]1[C]N[C]1.[OH3][Cu][Cu][OH3],nbo,0.0
1508257,O1[Zn]23[O]1(O2)O3.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O]12[O]3456[O]7891[O]1%10%1123[O]4[O]68%10([Zn]571)[O]9%11.[O][Zn][Zn][O] MOFid-v1.tfe.cat0,Zn.QMKYBPDZANOJGF.MOFkey-v1.tfe,"['O1[Zn]23[O]1(O2)O3', '[O]12[O]3456[O]7891[O]1%10%1123[O]4[O]68%10([Zn]571)[O]9%11', '[O][Zn][Zn][O]']",['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],O1[Zn]23[O]1(O2)O3.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O]12[O]3456[O]7891[O]1%10%1123[O]4[O]68%10([Zn]571)[O]9%11.[O][Zn][Zn][O],tfe,0.0
1512431,COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O.[Mn] MOFid-v1.sql.cat0,Mn.KEGVBZHERLMFBS.MOFkey-v1.sql,['[Mn]'],['COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O'],COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O.[Mn],sql,0.0
1512432,COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O.[Co] MOFid-v1.sql.cat0,Co.KEGVBZHERLMFBS.MOFkey-v1.sql,['[Co]'],['COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O'],COc1ccc(cc1)c1[nH]c(c(n1)C(=O)[O-])C(=O)O.[Co],sql,0.0
1512698,O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccc(cc1)C(=O)[O-].[OH2][Zn] MOFid-v1.hcb.cat1,Zn.ZKQLJSIKCJWYIH.MOFkey-v1.hcb,['[OH2][Zn]'],['O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccc(cc1)C(=O)[O-]'],O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccc(cc1)C(=O)[O-].[OH2][Zn],hcb,1.0
1512699,O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2.[Cd] MOFid-v1.hcb.cat1,Cd.PGTMLBVYXSTOBS.MOFkey-v1.hcb,['[Cd]'],['O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2'],O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2.[Cd],hcb,1.0
1512700,O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2.[Cu] MOFid-v1.fes.cat0,Cu.PGTMLBVYXSTOBS.MOFkey-v1.fes,['[Cu]'],['O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2'],O=C1N(c2cccc(c2)C(=O)[O-])C(=O)c2c1cc1N=C[N]c1c2.[Cu],fes,0.0
1512701,O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccccc1C(=O)[O-].[Cd] MOFid-v1.fes.cat0,Cd.KCZIFLVHQWZSAH.MOFkey-v1.fes,['[Cd]'],['O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccccc1C(=O)[O-]'],O=C1c2cc3N=C[N]c3cc2C(=O)N1c1ccccc1C(=O)[O-].[Cd],fes,0.0
1513064,[K].[O]N=C1C(=O)NC(=O)NC1=O MOFid-v1.sql.cat0,K.WRGQIVUOAGLRHK.MOFkey-v1.sql,['[K]'],['[O]N=C1C(=O)NC(=O)NC1=O'],[K].[O]N=C1C(=O)NC(=O)NC1=O,sql,0.0
1513065,[O]N=C1C(=O)NC(=O)NC1=O.[O][K]1O[K](O1)[O] MOFid-v1.rtl.cat0,K.WRGQIVUOAGLRHK.MOFkey-v1.rtl,['[O][K]1O[K](O1)[O]'],['[O]N=C1C(=O)NC(=O)NC1=O'],[O]N=C1C(=O)NC(=O)NC1=O.[O][K]1O[K](O1)[O],rtl,0.0
1514152,COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.kgm.cat0,Cu.QMKYBPDZANOJGF.STBOKQUWWUFPAZ.MOFkey-v1.kgm,['[Cu][Cu]'],"['COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]']",COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],kgm,0.0
1514156,CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2].[OH2][Cu][Cu][OH2] MOFid-v1.kgm.cat0,Cu.GXMKQOAIUCPACY.RGZFEJHFWCXOPA.VVIORLQUWRLOQV.MOFkey-v1.kgm,['[OH2][Cu][Cu][OH2]'],"['CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC', '[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC', '[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2]']",CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2].[OH2][Cu][Cu][OH2],kgm,0.0
1514162,CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2].[O][Cu][Cu][O] MOFid-v1.kgm.cat0,Cu.GXMKQOAIUCPACY.RGZFEJHFWCXOPA.VVIORLQUWRLOQV.MOFkey-v1.kgm,['[O][Cu][Cu][O]'],"['CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC', '[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC', '[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2]']",CO[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])OC.[CH2]O[C](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])O[CH2].[O][Cu][Cu][O],kgm,0.0
1514164,COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.kgm.cat0,Cu.QMKYBPDZANOJGF.STBOKQUWWUFPAZ.MOFkey-v1.kgm,['[O][Cu][Cu][O]'],"['COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]']",COC(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Cu][Cu][O],kgm,0.0
1514165,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Cu][Cu][O] MOFid-v1.tbo.cat0,Cu.QMKYBPDZANOJGF.MOFkey-v1.tbo,['[O][Cu][Cu][O]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[O][Cu][Cu][O],tbo,0.0
1514754,[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sit.cat1,Co.SATWKVZGMWCXOJ.MOFkey-v1.sit,['[Co][O]([Co])[Co]'],['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],sit,1.0
1514755,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]1[Co]O[Co]1 MOFid-v1.sit.cat1,Co.SATWKVZGMWCXOJ.MOFkey-v1.sit,['[O][Co][O]1[Co]O[Co]1'],['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]1[Co]O[Co]1,sit,1.0
1514756,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]([Co][O])[Co] MOFid-v1.sit.cat1,Co.SATWKVZGMWCXOJ.MOFkey-v1.sit,['[O][Co][O]([Co][O])[Co]'],['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]([Co][O])[Co],sit,1.0
1514757,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]1[Co]23O[Co]45[O]2[O]2[Co]61O[Co]2([O]6[O]34)[O]5[Co][O] MOFid-v1.the.cat1,Co.SATWKVZGMWCXOJ.MOFkey-v1.the,['[O][Co][O]1[Co]23O[Co]45[O]2[O]2[Co]61O[Co]2([O]6[O]34)[O]5[Co][O]'],['[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Co][O]1[Co]23O[Co]45[O]2[O]2[Co]61O[Co]2([O]6[O]34)[O]5[Co][O],the,1.0
1516896,[Cd].[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)O MOFid-v1.sql.cat0,Cd.DMQOQPBWJNISBN.MOFkey-v1.sql,['[Cd]'],['[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)O'],[Cd].[O-]C(=O)c1cc(Oc2ccc(cc2)C2=NN=N[N]2)cc(c1)C(=O)O,sql,0.0
1517771,[O-]C(=O)COc1cc(OCC(=O)[O-])cc(c1)I.[Zn].n1ccc(cc1)C=Cc1ccncc1 MOFid-v1.sql.cat0,Zn.MGFJDEHFNMWYBD.RVVJMZXZJBDRTM.MOFkey-v1.sql,['[Zn]'],"['[O-]C(=O)COc1cc(OCC(=O)[O-])cc(c1)I', 'n1ccc(cc1)C=Cc1ccncc1']",[O-]C(=O)COc1cc(OCC(=O)[O-])cc(c1)I.[Zn].n1ccc(cc1)C=Cc1ccncc1,sql,0.0
1540020,[Dy].[O-]C(=O)c1ccc(o1)C(=O)[O-] MOFid-v1.ttp.cat0,Dy.CHTHALBTIRVDBM.MOFkey-v1.ttp,['[Dy]'],['[O-]C(=O)c1ccc(o1)C(=O)[O-]'],[Dy].[O-]C(=O)c1ccc(o1)C(=O)[O-],ttp,0.0
1544762,[Mn].[O-]C=O MOFid-v1.pcu.cat0,Mn.BDAGIHXWWSANSR.MOFkey-v1.pcu,['[Mn]'],['[O-]C=O'],[Mn].[O-]C=O,pcu,0.0
1544800,[Cu][Cu].[O-]C(=O)CCCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.rob.cat0,Cu.DQRKTVIJNCVZAX.WNLRTRBMVRJNCN.MOFkey-v1.rob,['[Cu][Cu]'],"['[O-]C(=O)CCCCC(=O)[O-]', 'n1ccc(cc1)CCc1ccncc1']",[Cu][Cu].[O-]C(=O)CCCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1,rob,0.0
1544801,[Cu][Cu].[N]1[CH][CH]C(=C[CH]1)CCc1ccncc1.[O-]C(=O)CCCCCC(=O)[O-] MOFid-v1.sql.cat1,Cu.DQRKTVIJNCVZAX.WLJVNTCWHIRURA.MOFkey-v1.sql,['[Cu][Cu]'],"['[N]1[CH][CH]C(=C[CH]1)CCc1ccncc1', '[O-]C(=O)CCCCCC(=O)[O-]']",[Cu][Cu].[N]1[CH][CH]C(=C[CH]1)CCc1ccncc1.[O-]C(=O)CCCCCC(=O)[O-],sql,1.0
1545269,N#CC1=C(C#N)[N]C=N1.[Cu] MOFid-v1.pts.cat0,Cu.RETJAAPEZMHASZ.MOFkey-v1.pts,['[Cu]'],['N#CC1=C(C#N)[N]C=N1'],N#CC1=C(C#N)[N]C=N1.[Cu],pts,0.0
1545476,[Ag].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1 MOFid-v1.dia.cat3,Ag.BYDBEIJETNEJNE.MOFkey-v1.dia,['[Ag]'],['c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1'],[Ag].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,dia,3.0
1545477,N1=CN([CH][CH]1)c1ccc(cc1)C(c1ccc(cc1)N1[CH][CH]N=C1)(c1ccc(cc1)N1[CH][CH]N=C1)c1ccc(cc1)N1[CH][CH]N=C1.[Ag][Ag].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1 MOFid-v1.sql.cat0,Ag.BYDBEIJETNEJNE.MOFkey-v1.sql,['[Ag][Ag]'],"['N1=CN([CH][CH]1)c1ccc(cc1)C(c1ccc(cc1)N1[CH][CH]N=C1)(c1ccc(cc1)N1[CH][CH]N=C1)c1ccc(cc1)N1[CH][CH]N=C1', 'c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1']",N1=CN([CH][CH]1)c1ccc(cc1)C(c1ccc(cc1)N1[CH][CH]N=C1)(c1ccc(cc1)N1[CH][CH]N=C1)c1ccc(cc1)N1[CH][CH]N=C1.[Ag][Ag].c1ncn(c1)c1ccc(cc1)C(c1ccc(cc1)n1cncc1)(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,sql,0.0
1546786,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-] MOFid-v1.tbo.cat0,Cu.QMKYBPDZANOJGF.MOFkey-v1.tbo,['[Cu][Cu]'],['[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],tbo,0.0
1547541,CC1=C(C(=N[N]1)C)c1c2=[N+]([O-])OO[N+](c2c(c2=[N+](OO[N+](c12)[O-])[O-])C1=C(C)N=N[C]1C)[O-].[Co] MOFid-v1.dmd.cat0,Co.LSVPXQDLLBRQQM.MOFkey-v1.dmd,['[Co]'],['CC1=C(C(=N[N]1)C)c1c2=[N+]([O-])OO[N+](c2c(c2=[N+](OO[N+](c12)[O-])[O-])C1=C(C)N=N[C]1C)[O-]'],CC1=C(C(=N[N]1)C)c1c2=[N+]([O-])OO[N+](c2c(c2=[N+](OO[N+](c12)[O-])[O-])C1=C(C)N=N[C]1C)[O-].[Co],dmd,0.0
1547886,"O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cu][Cu][OH2] MOFid-v1.scu,lwg.cat0",Cu.FAVMHWUXZCCLMH.MOFkey-v1.scu,['[OH2][Cu][Cu][OH2]'],['O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],O=C(c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Cu][Cu][OH2],"scu,lwg",0.0
