cifname,mofid,mofkey,simples_nodes,simples_linkers,simples,topology,cat
4125032,[C][C]C1([C][C])C2=C(c3c1c1C4=C(C(c1c1c3C([C][C])([C][C])C3=C1[C]=[C]C(=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=C(C(c1c1c2C([C][C])([C][C])C2=C1[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-].[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=[C][C]=C([C]=C3C(c1c1c2C([C][C])([C][C])C2=[C]C(=[C][C]=C12)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-].[O][Zn]([O]([Zn]([O])[O])([Zn]([O])[O])[Zn])[O] MOFid-v1.srs.cat1,Zn.USISTACJKPHCBK.MOFkey-v1.srs,['[O][Zn]([O]([Zn]([O])[O])([Zn]([O])[O])[Zn])[O]'],"['[C][C]C1([C][C])C2=C(c3c1c1C4=C(C(c1c1c3C([C][C])([C][C])C3=C1[C]=[C]C(=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-]', '[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=C(C(c1c1c2C([C][C])([C][C])C2=C1[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-]', '[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=[C][C]=C([C]=C3C(c1c1c2C([C][C])([C][C])C2=[C]C(=[C][C]=C12)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-]']",[C][C]C1([C][C])C2=C(c3c1c1C4=C(C(c1c1c3C([C][C])([C][C])C3=C1[C]=[C]C(=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]4)C1=[C][C]=C([C]=[C]1)C(=O)[O-])[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-].[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=C(C(c1c1c2C([C][C])([C][C])C2=C1[C]=[C]C(=[C]2)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])[C]=C([C]=[C]3)C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-].[C][C]C1([C][C])C2=[C]C(=[C][C]=C2c2c1c1C3=[C][C]=C([C]=C3C(c1c1c2C([C][C])([C][C])C2=[C]C(=[C][C]=C12)C1=[C][C]=C([C]=[C]1)C(=O)[O-])([C][C])[C][C])C1=[C][C]=C([C]=[C]1)C(=O)[O-])C1=[C][C]=C([C]=[C]1)C(=O)[O-].[O][Zn]([O]([Zn]([O])[O])([Zn]([O])[O])[Zn])[O],srs,1.0
4125327,O1[Zr]2O[Zr]3O[Zr]4O[Zr]1O[Zr]1O[Zr](O2)O[Zr](O3)O[Zr](O1)O4.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.buh.cat0,Zr.FUVQBDCRAGNDAO.MOFkey-v1.buh,"['O1[Zr]2O[Zr]3O[Zr]4O[Zr]1O[Zr]1O[Zr](O2)O[Zr](O3)O[Zr](O1)O4', '[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43']",['[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-]'],O1[Zr]2O[Zr]3O[Zr]4O[Zr]1O[Zr]1O[Zr](O2)O[Zr](O3)O[Zr](O1)O4.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-])c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,buh,0.0
4125328,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O][C](c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)[B](c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])(c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])[O].[Zr]12345[O]678[O]9%101[Zr]1%11%126[O]6%134[O]451[Zr]15%146[O]6%152[O]231[Zr]18%106[O]368[Zr]%10%1679[O]79%11[Zr]%11%17%134[O]%12%107[Zr]4789[O]16%16[Zr]1%1523[O]5%114[O]%14%1771 MOFid-v1.buh.cat0,Zr.RVBNBJNGZIFMSL.MOFkey-v1.buh,"['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43', '[Zr]12345[O]678[O]9%101[Zr]1%11%126[O]6%134[O]451[Zr]15%146[O]6%152[O]231[Zr]18%106[O]368[Zr]%10%1679[O]79%11[Zr]%11%17%134[O]%12%107[Zr]4789[O]16%16[Zr]1%1523[O]5%114[O]%14%1771']",['[O][C](c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)[B](c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])(c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])[O]'],[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43.[O][C](c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)[B](c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])(c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])c1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-])[O].[Zr]12345[O]678[O]9%101[Zr]1%11%126[O]6%134[O]451[Zr]15%146[O]6%152[O]231[Zr]18%106[O]368[Zr]%10%1679[O]79%11[Zr]%11%17%134[O]%12%107[Zr]4789[O]16%16[Zr]1%1523[O]5%114[O]%14%1771,buh,0.0
4125691,[Ni].[O-]C(=O)c1ccncc1 MOFid-v1.dia.cat0,Ni.TWBYWOBDOCUKOW.MOFkey-v1.dia,['[Ni]'],['[O-]C(=O)c1ccncc1'],[Ni].[O-]C(=O)c1ccncc1,dia,0.0
4125916,[Cu][Cu].[O-]C(=O)CCCC(=O)[O-] MOFid-v1.sql.cat1,Cu.JFCQEDHGNNZCLN.MOFkey-v1.sql,['[Cu][Cu]'],['[O-]C(=O)CCCC(=O)[O-]'],[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],sql,1.0
4125917,[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1 MOFid-v1.rob.cat0,Cu.DQRKTVIJNCVZAX.JFCQEDHGNNZCLN.MOFkey-v1.rob,['[Cu][Cu]'],"['[O-]C(=O)CCCC(=O)[O-]', 'n1ccc(cc1)CCc1ccncc1']",[Cu][Cu].[O-]C(=O)CCCC(=O)[O-].n1ccc(cc1)CCc1ccncc1,rob,0.0
4125920,C(Cc1ccncc1)Cc1ccncc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-] MOFid-v1.rob.cat0,Cu.JFCQEDHGNNZCLN.OGNCVVRIKNGJHQ.MOFkey-v1.rob,['[Cu][Cu]'],"['C(Cc1ccncc1)Cc1ccncc1', '[O-]C(=O)CCCC(=O)[O-]']",C(Cc1ccncc1)Cc1ccncc1.[Cu][Cu].[O-]C(=O)CCCC(=O)[O-],rob,0.0
4125934,[O-]C(=O)c1ccc(cc1)C#CC1=[C][C]=C([C]=[C]1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43 MOFid-v1.fcu.cat1,Hf.ULRLPZVBPAFUGJ.MOFkey-v1.fcu,['[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43'],['[O-]C(=O)c1ccc(cc1)C#CC1=[C][C]=C([C]=[C]1)C#Cc1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C#CC1=[C][C]=C([C]=[C]1)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43,fcu,1.0
4125937,[O-]C(=O)c1ccc(cc1)C#Cc1c(C)c(C)c(c(c1C)C)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C#Cc1cc(C)c(cc1C)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat1,Zr.XRCIFWXOTLWPIZ.ZTSMUROAYVUBKZ.MOFkey-v1.fcu,['[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43'],"['[O-]C(=O)c1ccc(cc1)C#Cc1c(C)c(C)c(c(c1C)C)C#Cc1ccc(cc1)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)C#Cc1cc(C)c(cc1C)C#Cc1ccc(cc1)C(=O)[O-]']",[O-]C(=O)c1ccc(cc1)C#Cc1c(C)c(C)c(c(c1C)C)C#Cc1ccc(cc1)C(=O)[O-].[O-]C(=O)c1ccc(cc1)C#Cc1cc(C)c(cc1C)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,fcu,1.0
4126092,[O-]C(=O)c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43 MOFid-v1.fcu.cat1,Hf.GWMVLZWFBCMCOR.MOFkey-v1.fcu,['[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43'],['[O-]C(=O)c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C#Cc1c(F)c(F)c(c(c1F)F)C#Cc1ccc(cc1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43,fcu,1.0
4126096,[Fe]1[O]23[Fe][O]1([Fe]2)[Fe]3.[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.fmz.cat0,Fe.NSCIYASAEQYMAT.MOFkey-v1.fmz,"['[Fe]1[O]23[Fe][O]1([Fe]2)[Fe]3', '[Fe][O]([Fe])[Fe]']",['[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[Fe]1[O]23[Fe][O]1([Fe]2)[Fe]3.[Fe][O]([Fe])[Fe].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],fmz,0.0
4126257,[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH4][Zn][Zn][OH6].[OH6][Zn][Zn][OH6] MOFid-v1.sql.cat1,Zn.PRCLVHYMQQEINC.MOFkey-v1.sql,"['[OH4][Zn][Zn][OH6]', '[OH6][Zn][Zn][OH6]']",['[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[OH4][Zn][Zn][OH6].[OH6][Zn][Zn][OH6],sql,1.0
4126258,[N][Zn][Zn][N].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sql.cat1,Zn.PRCLVHYMQQEINC.MOFkey-v1.sql,['[N][Zn][Zn][N]'],['[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[N][Zn][Zn][N].[O-]C(=O)c1ccc(cc1)C1=C2C=CC3=[N]2[Pd]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2ccc(cc2)C(=O)[O-])cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],sql,1.0
4127025,[O-]C(=O)C1C[NH]2CC[NH]3[Cu]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.bcu.cat0,Zr.PWRBZIYXLSCPCP.MOFkey-v1.bcu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)C1C[NH]2CC[NH]3[Cu]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-]'],[O-]C(=O)C1C[NH]2CC[NH]3[Cu]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],bcu,0.0
4127029,[O-]C(=O)C1C[NH]2CC[NH]3[Ni]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.bcu.cat0,Zr.MZYIURZQVUYGPB.MOFkey-v1.bcu,['[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)C1C[NH]2CC[NH]3[Ni]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-]'],[O-]C(=O)C1C[NH]2CC[NH]3[Ni]42[NH](C1)CC[NH]4CC(C3)C(=O)[O-].[O][Zr]123([O])[O]4[Zr]56[O]3[Zr]37([O]2[Zr]28[O]1[Zr]14([O]6[Zr]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],bcu,0.0
4127248,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.O=C1[C](Cl)C(=O)C(=O)C(=C1[O])Cl.[O-]C=O.[OH2][Tb] MOFid-v1.dia.cat0,Tb.BDAGIHXWWSANSR.PKZYYLYMDJHUBP.MOFkey-v1.dia,['[OH2][Tb]'],"['Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl', 'O=C1[C](Cl)C(=O)C(=O)C(=C1[O])Cl', '[O-]C=O']",Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.O=C1[C](Cl)C(=O)C(=O)C(=C1[O])Cl.[O-]C=O.[OH2][Tb],dia,0.0
4127283,Cc1cc(C(=O)[O-])c(c(c1C)c1c(C)c(C)cc(c1O)C(=O)[O-])O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql.cat0,Zn.FQFZLKWGMRILQX.MOFkey-v1.sql,['[Zn][O]([Zn])([Zn])[Zn]'],['Cc1cc(C(=O)[O-])c(c(c1C)c1c(C)c(C)cc(c1O)C(=O)[O-])O'],Cc1cc(C(=O)[O-])c(c(c1C)c1c(C)c(C)cc(c1O)C(=O)[O-])O.[Zn][O]([Zn])([Zn])[Zn],sql,0.0
4127284,[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql.cat0,Zn.GYJACFGQPFXKCA.MOFkey-v1.sql,['[Zn][O]([Zn])([Zn])[Zn]'],['[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-]'],[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],sql,0.0
4127285,"Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.rtl,sql.cat0",Cu.WDVMNLIEEVIEDJ.MOFkey-v1.rtl,['[Cu][Cu]'],['Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-]'],Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],"rtl,sql",0.0
4127346,[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O] MOFid-v1.the.cat0,Hf.XHTGFZXVBVCVHY.MOFkey-v1.the,['[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O]'],['[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-]'],[O-]C(=O)c1ccc(cc1)C1=[C]C(=[C]C(=[C]1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O][Hf]123([O])[O]4[Hf]56[O]3[Hf]37([O]2[Hf]28[O]1[Hf]14([O]6[Hf]([O]53)([O]21)([O]78)([O])[O])([O])[O])([O])[O],the,0.0
4127360,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56789([O]1[Th]1%10([O]2[Th]2%11%12%13%14([O]3[Th]34([O]6[Th]([O]51)([O]23)([O]%10%11)([O])[O])([O])[O])[O]12[O]3%12[O]%131[O]%1423)([O])[O])[O]12[O]37[O]81[O]923 MOFid-v1.bcu.cat0,Th.VUYFKAXNJXFNFA.MOFkey-v1.bcu,['[O][Th]123([O])[O]4[Th]56789([O]1[Th]1%10([O]2[Th]2%11%12%13%14([O]3[Th]34([O]6[Th]([O]51)([O]23)([O]%10%11)([O])[O])([O])[O])[O]12[O]3%12[O]%131[O]%1423)([O])[O])[O]12[O]37[O]81[O]923'],['Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56789([O]1[Th]1%10([O]2[Th]2%11%12%13%14([O]3[Th]34([O]6[Th]([O]51)([O]23)([O]%10%11)([O])[O])([O])[O])[O]12[O]3%12[O]%131[O]%1423)([O])[O])[O]12[O]37[O]81[O]923,bcu,0.0
4127361,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]378([O]2[Th]29([O]1[Th]1%104([O]6[Th]([O]53)([O]2%10)([O]79)([O])[O])OO1)([O])[O])OO8)([O])[O] MOFid-v1.bcu.cat0,Th.VUYFKAXNJXFNFA.MOFkey-v1.bcu,['[O][Th]123([O])[O]4[Th]56([O]3[Th]378([O]2[Th]29([O]1[Th]1%104([O]6[Th]([O]53)([O]2%10)([O]79)([O])[O])OO1)([O])[O])OO8)([O])[O]'],['Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]378([O]2[Th]29([O]1[Th]1%104([O]6[Th]([O]53)([O]2%10)([O]79)([O])[O])OO1)([O])[O])OO8)([O])[O],bcu,0.0
4127362,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O] MOFid-v1.bcu.cat0,Th.VUYFKAXNJXFNFA.MOFkey-v1.bcu,['[O][Th]123[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O]'],['Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)[O])[O])[O])[O])[O],bcu,0.0
4127363,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O] MOFid-v1.bcu.cat0,Th.VUYFKAXNJXFNFA.MOFkey-v1.bcu,['[O][Th]123([O])[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O]'],['Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][Th]123([O])[O]4[Th]56([O]3[Th]37([O]2[Th]28([O]1[Th]14([O]6[Th]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O],bcu,0.0
4127364,Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][U]123([O])[O]4[U]56([O]3[U]37([O]2[U]28([O]1[U]14([O]6[U]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O] MOFid-v1.bcu.cat0,U.VUYFKAXNJXFNFA.MOFkey-v1.bcu,['[O][U]123([O])[O]4[U]56([O]3[U]37([O]2[U]28([O]1[U]14([O]6[U]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O]'],['Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-]'],Cc1cc(ccc1c1ccc(cc1C)C(=O)[O-])C(=O)[O-].[O][U]123([O])[O]4[U]56([O]3[U]37([O]2[U]28([O]1[U]14([O]6[U]([O]53)([O]21)([O]78)([O])[O])([O])[O])[O])([O])[O])[O],bcu,0.0
4127365,[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C=C(C=[C]1)C(=O)[O-].[O][Th]123[O]4[Th]5678([O]3[Th]39%10%11([O]2[Th]2%12%13%14([O]1[Th]1%15%164([O]8[Th]([O]73)([O]2%16)([O]9%14)[O])O[O]%15O1)O[O]%13O%12)O[O]%11O%10)O[O]6O5 MOFid-v1.bcu.cat0,Th.VXLXTMVUOOCOPF.MOFkey-v1.bcu,['[O][Th]123[O]4[Th]5678([O]3[Th]39%10%11([O]2[Th]2%12%13%14([O]1[Th]1%15%164([O]8[Th]([O]73)([O]2%16)([O]9%14)[O])O[O]%15O1)O[O]%13O%12)O[O]%11O%10)O[O]6O5'],['[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C=C(C=[C]1)C(=O)[O-]'],[O-]C(=O)C1=C[C]=C([C]=C1)C1=[C]C=C(C=[C]1)C(=O)[O-].[O][Th]123[O]4[Th]5678([O]3[Th]39%10%11([O]2[Th]2%12%13%14([O]1[Th]1%15%164([O]8[Th]([O]73)([O]2%16)([O]9%14)[O])O[O]%15O1)O[O]%13O%12)O[O]%11O%10)O[O]6O5,bcu,0.0
